Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYearExperience,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,TenureRatio,YearsSincePromotionRatio,IncomePerYear,IncomeToAge,WorkLifeScore
31,0,616,12,3,4,41,3,2,4,5855.0,17369,0.0,11,3,3,2.0,10.0,2.0,1,9.0,7.0,8.0,5.0,585.5,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.9,0.8888888888888888,70260.0,188.8709677419355,4
40,0,1469,9,4,4,35,3,1,2,3617.0,25063,8.0,14,3,4,1.0,3.0,2.0,3,1.0,1.0,0.0,0.0,1205.6666666666667,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,0.3333333333333333,0.0,43404.0,90.425,6
32,0,498,3,4,3,93,3,2,1,6725.0,13554,1.0,12,3,3,1.0,8.0,2.0,4,8.0,7.0,6.0,3.0,840.625,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1.0,0.75,80700.0,210.15625,4
36,1,530,3,1,3,51,2,3,4,10325.0,5518,1.0,11,3,1,1.0,16.0,6.0,3,16.0,7.0,3.0,7.0,645.3125,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,1.0,0.1875,123900.0,286.80555555555554,12
33,0,1069,1,3,2,42,2,2,4,6949.0,12291,0.0,14,3,1,0.0,6.0,3.0,3,5.0,0.0,1.0,4.0,1158.1666666666667,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.8333333333333334,0.2,83388.0,210.57575757575756,12
37,1,625,1,4,1,46,2,3,3,10609.0,14922,5.0,11,3,3,0.0,17.0,2.0,1,14.0,1.0,11.0,7.0,624.0588235294117,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.8235294117647058,0.7857142857142857,127308.0,286.72972972972974,3
45,0,805,4,2,3,57,3,2,2,4447.0,23163,1.0,12,3,2,0.0,9.0,5.0,2,9.0,7.0,0.0,8.0,494.1111111111111,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1.0,0.0,53364.0,98.82222222222222,4
29,0,1404,20,3,3,84,3,1,4,2157.0,18203,1.0,15,3,2,1.0,3.0,5.0,3,3.0,1.0,0.0,2.0,719.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,1.0,0.0,25884.0,74.37931034482759,12
35,0,1219,18,3,3,86,3,2,3,4601.0,6179,1.0,16,3,2,0.0,5.0,3.0,3,5.0,2.0,1.0,0.0,920.2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,1.0,0.2,55212.0,131.45714285714286,9
52,0,1053,1,2,4,70,3,4,4,17099.0,13829,2.0,15,3,2,1.0,26.0,2.0,2,9.0,8.0,7.0,8.0,657.6538461538462,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.34615384615384615,0.7777777777777778,205188.0,328.8269230769231,8
58,1,289,2,3,4,51,3,1,3,2479.0,26227,4.0,24,4,1,0.0,7.0,4.0,3,1.0,0.0,0.0,0.0,354.14285714285717,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,0.14285714285714285,0.0,29748.0,42.741379310344826,9
53,0,1376,2,2,3,45,3,4,3,14852.0,13938,6.0,13,3,3,1.0,22.0,3.0,4,17.0,13.0,11.855045939454717,2.0,675.0909090909091,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.7727272727272727,0.6973556434973363,178224.0,280.22641509433964,12
30,0,231,8,2,3,62,3,3,3,7264.0,9977,5.0,11,3,1,1.0,10.0,2.0,4,8.0,4.0,7.0,7.0,726.4,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0.8,0.875,87168.0,242.13333333333333,12
38,0,152,10,3,3,85,3,2,4,5666.0,19899,1.0,13,3,2,0.0,6.0,1.0,3,5.0,3.0,1.0,3.0,944.3333333333334,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,0.8333333333333334,0.2,67992.0,149.10526315789474,12
35,0,882,3,4,4,92,3,3,4,7823.0,6812,6.0,13,3,2,1.0,12.0,2.0,3,10.0,9.0,0.0,8.0,651.9166666666666,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.8333333333333334,0.0,93876.0,223.5142857142857,12
39,0,903,2,5,1,41,4,3,3,7880.0,2560,0.0,18,3,4,0.0,9.0,3.0,3,8.0,7.0,0.0,7.0,875.5555555555555,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.8888888888888888,0.0,94560.0,202.05128205128204,9
40,1,1479,24,3,2,100,4,4,2,13194.0,17071,4.0,16,3,4,0.0,22.0,2.0,2,1.0,0.0,0.0,0.0,599.7272727272727,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,0.045454545454545456,0.0,158328.0,329.85,4
47,0,1379,16,4,3,64,4,2,3,5067.0,6759,1.0,19,3,3,0.0,20.0,3.0,4,19.0,10.0,2.0,7.0,253.35,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,0.95,0.10526315789473684,60804.0,107.80851063829788,12
36,0,1229,8,4,1,84,3,2,4,5079.0,25952,4.0,13,3,4,2.0,12.0,3.0,3,7.0,7.0,0.0,7.0,423.25,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,0.5833333333333334,0.0,60948.0,141.08333333333334,12
31,1,335,9,2,3,46,2,1,1,2321.0,10322,0.0,22,4,1,0.0,4.0,0.0,3,3.0,2.0,1.0,2.0,580.25,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,0.75,0.3333333333333333,27852.0,74.87096774193549,3
33,0,722,17,3,4,38,3,4,3,17444.0,20489,1.0,11,3,4,0.0,10.0,2.0,3,10.0,8.0,6.0,0.0,1744.4,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1.0,0.6,209328.0,528.6060606060606,9
29,1,906,10,3,4,92,2,1,1,2404.0,11479,6.0,20,4,3,0.0,3.0,5.0,3,0.0,0.0,0.0,0.0,801.3333333333334,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,0.0,0.0,28848.0,82.89655172413794,3
33,0,461,13,1,2,53,3,1,4,3452.0,17241,3.0,18,3,1,0.0,5.0,4.0,3,3.0,2.0,0.0,2.0,690.4,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.6,0.0,41424.0,104.60606060606061,12
45,0,974,1,4,4,91,3,1,4,2270.0,11005,3.0,14,3,4,2.0,8.0,2.0,3,5.0,3.0,0.0,2.0,283.75,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.625,0.0,27240.0,50.44444444444444,12
50,0,1126,1,2,4,66,3,4,4,17399.0,6615,9.0,22,4,3,1.0,32.0,1.0,2,5.0,4.0,1.0,3.0,543.71875,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.15625,0.2,208788.0,347.98,8
33,0,827,1,4,3,84,4,2,2,5488.0,20161,1.0,13,3,1,1.0,6.0,2.0,3,6.0,5.0,1.0,2.0,914.6666666666666,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,1.0,0.16666666666666666,65856.0,166.3030303030303,6
41,0,840,9,3,1,64,3,5,3,19419.0,3735,2.0,17,3,2,1.0,21.0,2.0,4,18.0,15.098662804692157,0.0,11.0,924.7142857142857,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.8571428571428571,0.0,233028.0,473.6341463414634,12
27,0,1134,16,4,3,37,3,1,2,2811.0,12086,9.0,14,3,2,1.0,4.0,2.0,3,2.0,2.0,2.0,2.0,702.75,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0.5,1.0,33732.0,104.11111111111111,6
45,0,248,23,2,4,42,3,2,1,3633.0,14039,1.0,15,3,3,1.0,9.0,2.0,3,9.0,8.0,0.0,8.0,403.6666666666667,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,1.0,0.0,43596.0,80.73333333333333,3
47,0,955,4,2,4,83,3,2,4,4163.0,8571,1.0,17,3,3,0.0,9.0,0.0,3,9.0,0.0,0.0,7.0,462.55555555555554,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,1.0,0.0,49956.0,88.57446808510639,12
30,1,138,22,3,1,48,3,1,3,2132.0,11539,4.0,11,3,2,0.0,7.0,2.0,3,5.0,2.0,0.0,1.0,304.57142857142856,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,0.7142857142857143,0.0,25584.0,71.06666666666666,9
50,0,939,24,3,4,95,3,4,3,13973.0,4161,3.0,18,3,4,1.0,22.0,2.0,3,12.0,11.0,1.0,5.0,635.1363636363636,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,0.5454545454545454,0.08333333333333333,167676.0,279.46,9
38,0,1391,10,1,3,66,3,1,3,2684.0,12127,0.0,17,3,2,1.0,3.0,0.0,2,2.0,1.0,0.0,2.0,894.6666666666666,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.6666666666666666,0.0,32208.0,70.63157894736842,6
46,0,566,7,2,4,75,3,3,3,10845.0,24208,6.0,13,3,2,1.0,13.0,3.0,3,8.0,7.0,0.0,7.0,834.2307692307693,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,0.6153846153846154,0.0,130140.0,235.7608695652174,9
24,0,1206,17,1,4,41,2,2,3,4377.0,24117,1.0,15,3,2,2.0,5.0,6.0,3,4.0,2.0,3.0,2.0,875.4,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.8,0.75,52524.0,182.375,9
35,1,622,14,4,3,39,2,1,2,3743.0,10074,1.0,24,4,4,1.0,5.0,2.0,1,4.0,2.0,0.0,2.0,748.6,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,0.8,0.0,44916.0,106.94285714285714,2
31,0,853,1,1,3,96,3,2,1,4148.0,11275,1.0,12,3,3,1.0,4.0,1.0,3,4.0,3.0,0.0,3.0,1037.0,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1.0,0.0,49776.0,133.80645161290323,3
18,0,287,5,2,2,73,3,1,4,1051.0,13493,1.0,15,3,4,0.0,0.0,2.0,3,0.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0.0,0.0,12612.0,58.388888888888886,12
54,0,1441,17,3,3,56,3,3,3,10739.0,13943,8.0,11,3,3,1.0,22.0,2.0,3,10.0,7.0,0.0,8.0,488.1363636363636,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,0.45454545454545453,0.0,128868.0,198.87037037037038,9
35,0,583,25,4,3,57,3,3,3,10388.0,6975,1.0,11,3,3,1.0,16.0,3.0,2,16.0,10.0,10.0,1.0,649.25,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.0,0.625,124656.0,296.8,6
30,0,153,8,2,2,73,4,3,1,11416.0,17802,0.0,12,3,3,3.0,9.0,4.0,2,8.0,7.0,1.0,7.0,1268.4444444444443,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,0.8888888888888888,0.125,136992.0,380.53333333333336,2
20,1,1097,11,3,4,98,2,1,1,2600.0,18275,1.0,15,3,1,0.0,1.0,2.0,3,1.0,0.0,0.0,0.0,2600.0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,1.0,0.0,31200.0,130.0,3
30,1,109,5,3,2,60,3,1,2,2422.0,25725,0.0,17,3,1,0.0,4.0,3.0,3,3.0,2.0,1.0,2.0,605.5,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.75,0.3333333333333333,29064.0,80.73333333333333,6
26,0,1066,2,2,4,32,4,2,4,5472.0,3334,1.0,12,3,2,0.0,8.0,2.0,3,8.0,7.0,1.0,3.0,684.0,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,1.0,0.125,65664.0,210.46153846153845,12
22,0,217,8,1,2,94,1,1,1,2451.0,6881,1.0,15,3,1,1.0,4.0,3.0,2,4.0,3.0,1.0,1.0,612.75,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,1.0,0.25,29412.0,111.4090909090909,2
48,0,277,6,3,1,97,2,2,3,4240.0,13119,2.0,13,3,4,0.0,19.0,0.0,3,2.0,2.0,2.0,2.0,223.1578947368421,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.10526315789473684,1.0,50880.0,88.33333333333333,9
48,0,1355,4,4,3,78,2,3,3,10999.0,22245,7.0,14,3,2,0.0,27.0,3.0,3,15.0,11.0,4.0,8.0,407.3703703703704,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.5555555555555556,0.26666666666666666,131988.0,229.14583333333334,9
41,0,549,7,2,4,42,3,2,3,5003.0,23371,6.0,14,3,2,0.0,8.0,6.0,3,2.0,2.0,2.0,1.0,625.375,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.25,1.0,60036.0,122.02439024390245,9
39,0,466,1,1,4,65,2,4,4,12742.0,7060,1.0,16,3,3,1.0,21.0,3.0,3,21.0,6.0,11.0,8.0,606.7619047619048,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,1.0,0.5238095238095238,152904.0,326.71794871794873,12
27,0,1055,2,4,1,47,3,2,4,4227.0,4658,0.0,18,3,2,1.0,4.0,2.0,3,3.0,2.0,2.0,2.0,1056.75,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0.75,0.6666666666666666,50724.0,156.55555555555554,12
35,0,802,10,3,2,45,3,1,4,3917.0,9541,1.0,20,4,1,1.0,3.0,4.0,2,3.0,2.0,1.0,2.0,1305.6666666666667,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,1.0,0.3333333333333333,47004.0,111.91428571428571,8
42,0,265,5,2,4,90,3,5,3,18303.0,7770,6.0,13,3,2,0.0,21.0,3.0,4,1.0,0.0,0.0,0.0,871.5714285714286,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,0.047619047619047616,0.0,219636.0,435.7857142857143,12
50,0,804,9,3,1,64,3,1,4,2380.0,20165,4.0,18,3,2,0.0,8.0,5.0,3,1.0,0.0,0.0,0.0,297.5,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.125,0.0,28560.0,47.6,12
59,0,715,2,3,3,69,2,4,4,13726.0,21829,3.0,13,3,1,0.0,30.0,4.0,3,5.0,3.0,4.0,3.0,457.53333333333336,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,0.16666666666666666,0.8,164712.0,232.64406779661016,12
37,1,1141,11,2,1,61,1,2,2,4777.0,14382,5.0,15,3,1,0.0,15.0,2.0,1,1.0,0.0,0.0,0.0,318.46666666666664,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.06666666666666667,0.0,57324.0,129.1081081081081,2
55,0,135,18,4,3,62,3,2,2,6385.0,12992,3.0,14,3,4,2.0,17.0,3.0,3,8.0,7.0,6.0,7.0,375.5882352941176,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.47058823529411764,0.75,76620.0,116.0909090909091,6
41,0,247,7,1,2,55,1,5,3,19973.0,20284,1.0,22,4,2,2.0,21.0,3.0,3,21.0,15.098662804692157,5.0,10.0,951.0952380952381,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0,0.23809523809523808,239676.0,487.1463414634146,9
38,0,1035,3,4,2,42,3,2,4,6861.0,4981,8.0,12,3,3,0.0,19.0,1.0,3,1.0,0.0,0.0,0.0,361.10526315789474,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,0.05263157894736842,0.0,82332.0,180.55263157894737,12
26,1,265,29,2,2,79,1,2,1,4969.0,21813,8.0,18,3,4,0.0,7.0,6.0,3,2.0,2.0,2.0,2.0,709.8571428571429,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,0.2857142857142857,1.0,59628.0,191.1153846153846,3
52,1,266,2,1,1,57,1,5,4,19845.0,25846,1.0,15,3,4,1.0,33.0,3.0,3,25.38773872251683,14.0,6.0,9.0,601.3636363636364,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.7693254158338433,0.2363345576216481,238140.0,381.63461538461536,12
44,0,1448,28,3,4,53,4,4,4,13320.0,11737,3.0,18,3,3,1.0,23.0,2.0,3,12.0,11.0,11.0,11.0,579.1304347826087,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.5217391304347826,0.9166666666666666,159840.0,302.72727272727275,12
50,0,145,1,3,4,95,3,2,3,6347.0,24920,0.0,12,3,1,1.0,19.0,3.0,3,18.0,7.0,0.0,13.0,334.05263157894734,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.9473684210526315,0.0,76164.0,126.94,9
36,1,885,16,4,3,43,4,1,1,2743.0,8269,1.0,16,3,3,0.0,18.0,1.0,3,17.0,13.0,11.855045939454717,14.0,152.38888888888889,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.9444444444444444,0.6973556434973363,32916.0,76.19444444444444,3
39,0,945,22,3,4,82,3,3,1,10880.0,5083,1.0,13,3,3,0.0,21.0,2.0,3,21.0,6.0,2.0,8.0,518.0952380952381,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,1.0,0.09523809523809523,130560.0,278.97435897435895,3
33,0,1038,8,1,2,88,2,1,4,2342.0,21437,0.0,19,3,4,0.0,3.0,2.0,2,2.0,2.0,2.0,2.0,780.6666666666666,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.6666666666666666,1.0,28104.0,70.96969696969697,8
45,0,1234,11,2,4,90,3,4,4,17650.0,5404,3.0,13,3,2,1.0,26.0,4.0,4,9.0,3.0,1.0,1.0,678.8461538461538,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.34615384615384615,0.1111111111111111,211800.0,392.22222222222223,16
32,0,1109,29,4,4,69,3,1,3,4025.0,11135,9.0,12,3,2,0.0,10.0,2.0,3,8.0,7.0,7.0,7.0,402.5,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.8,0.875,48300.0,125.78125,9
34,0,216,1,4,2,75,4,2,4,9725.0,12278,0.0,11,3,4,1.0,16.0,2.0,2,15.0,1.0,0.0,9.0,607.8125,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.9375,0.0,116700.0,286.02941176470586,8
59,0,1089,1,2,2,66,3,3,4,11904.0,11038,3.0,14,3,3,1.0,14.0,1.0,1,6.0,4.0,0.0,4.0,850.2857142857143,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,0.42857142857142855,0.0,142848.0,201.76271186440678,4
45,0,788,24,4,2,36,3,1,2,2177.0,8318,1.0,16,3,1,0.0,6.0,3.0,3,6.0,3.0,0.0,4.0,362.8333333333333,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,1.0,0.0,26124.0,48.37777777777778,6
53,0,124,2,3,3,38,2,3,2,7525.0,23537,2.0,12,3,1,1.0,30.0,2.0,3,15.0,7.0,6.0,12.0,250.83333333333334,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.5,0.4,90300.0,141.9811320754717,6
36,1,660,15,3,1,81,3,2,3,4834.0,7858,7.0,14,3,2,1.0,9.0,3.0,2,1.0,0.0,0.0,0.0,537.1111111111111,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,0.1111111111111111,0.0,58008.0,134.27777777777777,6
26,1,342,2,3,1,57,3,1,1,2042.0,15346,6.0,14,3,2,1.0,6.0,2.0,3,3.0,2.0,1.0,2.0,340.3333333333333,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.5,0.3333333333333333,24504.0,78.53846153846153,3
34,0,1333,10,4,3,87,3,1,3,2220.0,18410,1.0,19,3,4,1.0,1.0,2.0,3,1.0,1.0,0.0,0.0,2220.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,1.0,0.0,26640.0,65.29411764705883,9
28,0,1144,10,1,4,74,3,1,2,1052.0,23384,1.0,22,4,2,0.0,1.0,5.0,3,1.0,0.0,0.0,0.0,1052.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,1.0,0.0,12624.0,37.57142857142857,6
38,0,1186,3,4,3,44,3,1,3,2821.0,2997,3.0,16,3,1,1.0,8.0,2.0,3,2.0,2.0,2.0,2.0,352.625,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,0.25,1.0,33852.0,74.23684210526316,9
50,0,1464,2,4,2,62,3,5,3,19237.0,12853,2.0,11,3,4,1.0,29.0,2.0,2,8.0,1.0,7.0,7.0,663.3448275862069,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,0.27586206896551724,0.875,230844.0,384.74,6
37,0,124,3,3,4,35,3,2,2,4107.0,13848,3.0,15,3,1,0.0,8.0,3.0,2,4.0,3.0,0.0,1.0,513.375,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.5,0.0,49284.0,111.0,4
40,0,300,26,3,3,74,3,2,1,8396.0,22217,1.0,14,3,2,1.0,8.0,3.0,2,7.0,7.0,7.0,5.0,1049.5,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,0.875,1.0,100752.0,209.9,2
26,0,921,1,1,1,66,2,1,3,2007.0,25265,1.0,13,3,3,2.0,5.0,5.0,3,5.0,3.0,1.0,3.0,401.4,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,0.2,24084.0,77.1923076923077,9
46,0,430,1,4,4,40,3,5,4,19627.0,21445,9.0,17,3,4,2.0,23.0,0.0,3,2.0,2.0,2.0,2.0,853.3478260869565,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.08695652173913043,1.0,235524.0,426.67391304347825,12
54,0,1082,2,4,3,41,2,3,3,10686.0,8392,6.0,11,3,2,1.0,13.0,4.0,3,9.0,4.0,7.0,0.0,822.0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0.6923076923076923,0.7777777777777778,128232.0,197.88888888888889,9
56,0,1240,9,3,1,63,3,1,3,2942.0,12154,2.0,19,3,2,1.0,18.0,4.0,3,5.0,4.0,0.0,3.0,163.44444444444446,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.2777777777777778,0.0,35304.0,52.535714285714285,9
36,0,796,12,5,4,51,2,3,4,8858.0,15669,0.0,11,3,2,0.0,15.0,2.0,2,14.0,8.0,7.0,8.0,590.5333333333333,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.9333333333333333,0.5,106296.0,246.05555555555554,8
55,0,444,2,1,3,40,2,4,1,16756.0,17323,7.0,15,3,2,0.0,31.0,3.0,4,9.0,7.0,6.0,2.0,540.516129032258,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0.2903225806451613,0.6666666666666666,201072.0,304.6545454545454,4
43,0,415,25,3,3,79,2,3,4,10798.0,5268,5.0,13,3,3,1.0,18.0,5.0,3,1.0,0.0,0.0,0.0,599.8888888888889,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.05555555555555555,0.0,129576.0,251.11627906976744,12
20,1,769,9,3,4,54,3,1,4,2323.0,17205,1.0,14,3,2,0.0,2.0,3.0,3,2.0,2.0,0.0,2.0,1161.5,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,1.0,0.0,27876.0,116.15,12
21,1,1334,10,3,3,36,2,1,1,1416.0,17258,1.0,13,3,1,0.0,1.0,6.0,2,1.0,0.0,1.0,0.0,1416.0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1.0,1.0,16992.0,67.42857142857143,2
46,0,1003,8,4,4,74,2,2,1,4615.0,21029,8.0,23,4,1,3.0,19.0,2.0,3,16.0,13.0,1.0,7.0,242.89473684210526,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.8421052631578947,0.0625,55380.0,100.32608695652173,3
51,1,1323,4,4,1,34,3,1,3,2461.0,10332,9.0,12,3,3,3.0,18.0,2.0,4,10.0,0.0,2.0,7.0,136.72222222222223,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,0.5555555555555556,0.2,29532.0,48.254901960784316,12
28,1,1366,24,2,2,72,2,3,1,8722.0,12355,1.0,12,3,1,0.0,10.0,2.0,2,10.0,7.0,1.0,9.0,872.2,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,1.0,0.1,104664.0,311.5,2
26,0,192,1,2,1,59,2,1,1,3955.0,11141,1.0,16,3,1,2.0,6.0,2.0,3,5.0,3.0,1.0,3.0,659.1666666666666,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,0.8333333333333334,0.2,47460.0,152.1153846153846,3
30,0,1176,20,3,3,85,3,2,1,9957.0,9096,0.0,15,3,3,1.0,7.0,1.0,2,6.0,2.0,0.0,2.0,1422.4285714285713,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,0.8571428571428571,0.0,119484.0,331.9,2
41,0,509,7,2,2,43,4,1,3,3376.0,18863,1.0,13,3,3,0.0,10.0,3.0,3,10.0,6.0,0.0,8.0,337.6,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,1.0,0.0,40512.0,82.34146341463415,9
